TimeStamp: 00:00:06 	 Temp: 41.2 *F 	 Humidity: 92.0%
TimeStamp: 00:15:30 	 Temp: 41.9 *F 	 Humidity: 92.2%
TimeStamp: 00:15:40 	 Temp: 41.9 *F 	 Humidity: 92.1%
TimeStamp: 00:15:51 	 Temp: 41.9 *F 	 Humidity: 92.1%
TimeStamp: 00:16:11 	 Temp: 41.9 *F 	 Humidity: 92.2%
TimeStamp: 00:16:21 	 Temp: 41.9 *F 	 Humidity: 92.2%
TimeStamp: 00:16:32 	 Temp: 42.1 *F 	 Humidity: 92.2%
TimeStamp: 00:16:42 	 Temp: 42.1 *F 	 Humidity: 92.2%
TimeStamp: 00:16:52 	 Temp: 42.1 *F 	 Humidity: 92.2%
TimeStamp: 00:17:02 	 Temp: 42.1 *F 	 Humidity: 92.1%
TimeStamp: 00:17:13 	 Temp: 42.1 *F 	 Humidity: 92.1%
TimeStamp: 00:17:23 	 Temp: 42.1 *F 	 Humidity: 92.1%
TimeStamp: 00:17:43 	 Temp: 42.1 *F 	 Humidity: 92.2%
TimeStamp: 00:17:54 	 Temp: 42.1 *F 	 Humidity: 92.2%
TimeStamp: 00:18:04 	 Temp: 42.1 *F 	 Humidity: 92.1%
TimeStamp: 00:18:14 	 Temp: 42.1 *F 	 Humidity: 92.2%
TimeStamp: 00:18:24 	 Temp: 42.1 *F 	 Humidity: 92.1%
TimeStamp: 00:18:35 	 Temp: 42.1 *F 	 Humidity: 92.2%
TimeStamp: 00:18:45 	 Temp: 42.1 *F 	 Humidity: 92.2%
TimeStamp: 00:18:55 	 Temp: 42.1 *F 	 Humidity: 92.2%
TimeStamp: 00:19:06 	 Temp: 42.1 *F 	 Humidity: 92.2%
TimeStamp: 00:19:26 	 Temp: 42.1 *F 	 Humidity: 92.1%
TimeStamp: 00:19:36 	 Temp: 42.1 *F 	 Humidity: 92.0%
TimeStamp: 00:19:47 	 Temp: 42.1 *F 	 Humidity: 92.1%
TimeStamp: 00:20:07 	 Temp: 42.1 *F 	 Humidity: 92.1%
TimeStamp: 00:20:28 	 Temp: 42.3 *F 	 Humidity: 92.1%
TimeStamp: 00:20:38 	 Temp: 42.1 *F 	 Humidity: 92.0%
TimeStamp: 00:20:48 	 Temp: 42.3 *F 	 Humidity: 92.1%
TimeStamp: 00:20:58 	 Temp: 42.1 *F 	 Humidity: 92.1%
TimeStamp: 00:21:09 	 Temp: 42.3 *F 	 Humidity: 92.2%
TimeStamp: 00:21:19 	 Temp: 42.3 *F 	 Humidity: 92.2%
TimeStamp: 00:21:29 	 Temp: 42.3 *F 	 Humidity: 92.2%
TimeStamp: 00:21:40 	 Temp: 42.3 *F 	 Humidity: 92.2%
TimeStamp: 00:21:50 	 Temp: 42.3 *F 	 Humidity: 92.2%
TimeStamp: 00:22:00 	 Temp: 42.3 *F 	 Humidity: 92.3%
TimeStamp: 00:22:10 	 Temp: 42.3 *F 	 Humidity: 92.2%
TimeStamp: 00:22:21 	 Temp: 42.3 *F 	 Humidity: 92.2%
TimeStamp: 00:22:31 	 Temp: 42.3 *F 	 Humidity: 92.2%
TimeStamp: 00:22:41 	 Temp: 42.3 *F 	 Humidity: 92.2%
TimeStamp: 00:22:51 	 Temp: 42.3 *F 	 Humidity: 92.2%
TimeStamp: 00:23:02 	 Temp: 42.3 *F 	 Humidity: 92.2%
TimeStamp: 00:23:22 	 Temp: 42.3 *F 	 Humidity: 92.3%
TimeStamp: 00:23:43 	 Temp: 42.3 *F 	 Humidity: 92.2%
TimeStamp: 00:23:53 	 Temp: 42.3 *F 	 Humidity: 92.2%
TimeStamp: 00:24:14 	 Temp: 42.3 *F 	 Humidity: 92.2%
TimeStamp: 00:24:24 	 Temp: 42.3 *F 	 Humidity: 92.2%
TimeStamp: 00:24:34 	 Temp: 42.3 *F 	 Humidity: 92.2%
TimeStamp: 00:24:55 	 Temp: 42.3 *F 	 Humidity: 92.2%
TimeStamp: 00:25:05 	 Temp: 42.3 *F 	 Humidity: 92.2%
TimeStamp: 00:25:15 	 Temp: 42.3 *F 	 Humidity: 92.2%
TimeStamp: 00:25:25 	 Temp: 42.3 *F 	 Humidity: 92.2%
TimeStamp: 00:25:36 	 Temp: 42.4 *F 	 Humidity: 92.2%
TimeStamp: 00:25:46 	 Temp: 42.3 *F 	 Humidity: 92.2%
TimeStamp: 00:25:56 	 Temp: 42.3 *F 	 Humidity: 92.2%
TimeStamp: 00:26:17 	 Temp: 42.3 *F 	 Humidity: 92.2%
TimeStamp: 00:26:27 	 Temp: 42.4 *F 	 Humidity: 92.2%
TimeStamp: 00:26:37 	 Temp: 42.4 *F 	 Humidity: 92.2%
TimeStamp: 00:26:48 	 Temp: 42.4 *F 	 Humidity: 92.2%
TimeStamp: 00:26:58 	 Temp: 42.4 *F 	 Humidity: 92.2%
TimeStamp: 00:27:08 	 Temp: 42.4 *F 	 Humidity: 92.0%
TimeStamp: 00:27:18 	 Temp: 42.4 *F 	 Humidity: 92.1%
TimeStamp: 00:27:29 	 Temp: 42.4 *F 	 Humidity: 92.1%
TimeStamp: 00:27:39 	 Temp: 42.4 *F 	 Humidity: 92.2%
TimeStamp: 00:27:49 	 Temp: 42.3 *F 	 Humidity: 92.1%
TimeStamp: 00:27:59 	 Temp: 42.4 *F 	 Humidity: 92.2%
TimeStamp: 00:28:10 	 Temp: 42.4 *F 	 Humidity: 92.2%
TimeStamp: 00:28:20 	 Temp: 42.4 *F 	 Humidity: 92.2%
TimeStamp: 00:28:30 	 Temp: 42.4 *F 	 Humidity: 92.2%
TimeStamp: 00:28:40 	 Temp: 42.4 *F 	 Humidity: 92.2%
TimeStamp: 00:28:51 	 Temp: 42.4 *F 	 Humidity: 92.2%
TimeStamp: 00:29:01 	 Temp: 42.4 *F 	 Humidity: 92.2%
TimeStamp: 00:29:11 	 Temp: 42.4 *F 	 Humidity: 92.2%
TimeStamp: 00:29:32 	 Temp: 42.4 *F 	 Humidity: 92.2%
TimeStamp: 00:29:52 	 Temp: 42.4 *F 	 Humidity: 92.2%
TimeStamp: 00:30:03 	 Temp: 42.4 *F 	 Humidity: 92.2%
TimeStamp: 00:30:13 	 Temp: 42.4 *F 	 Humidity: 92.2%
TimeStamp: 00:30:23 	 Temp: 42.4 *F 	 Humidity: 92.2%
TimeStamp: 00:30:33 	 Temp: 42.4 *F 	 Humidity: 92.3%
TimeStamp: 00:30:44 	 Temp: 42.4 *F 	 Humidity: 92.2%
TimeStamp: 00:30:54 	 Temp: 42.4 *F 	 Humidity: 92.2%
TimeStamp: 00:31:04 	 Temp: 42.4 *F 	 Humidity: 92.3%
TimeStamp: 00:31:14 	 Temp: 42.4 *F 	 Humidity: 92.2%
TimeStamp: 00:31:25 	 Temp: 42.4 *F 	 Humidity: 92.2%
TimeStamp: 00:31:35 	 Temp: 42.4 *F 	 Humidity: 92.3%
TimeStamp: 00:31:45 	 Temp: 42.4 *F 	 Humidity: 92.3%
TimeStamp: 00:31:55 	 Temp: 42.4 *F 	 Humidity: 92.3%
TimeStamp: 00:32:06 	 Temp: 42.4 *F 	 Humidity: 92.3%
TimeStamp: 00:32:26 	 Temp: 42.4 *F 	 Humidity: 92.3%
TimeStamp: 00:32:37 	 Temp: 42.4 *F 	 Humidity: 92.3%
TimeStamp: 00:32:47 	 Temp: 42.4 *F 	 Humidity: 92.3%
TimeStamp: 00:32:57 	 Temp: 42.4 *F 	 Humidity: 92.3%
TimeStamp: 00:33:07 	 Temp: 42.4 *F 	 Humidity: 92.3%
TimeStamp: 00:33:18 	 Temp: 42.4 *F 	 Humidity: 92.3%
TimeStamp: 00:33:38 	 Temp: 42.4 *F 	 Humidity: 92.2%
TimeStamp: 00:33:48 	 Temp: 42.4 *F 	 Humidity: 92.2%
TimeStamp: 00:33:59 	 Temp: 42.4 *F 	 Humidity: 92.2%
TimeStamp: 00:34:09 	 Temp: 42.4 *F 	 Humidity: 92.3%
TimeStamp: 00:34:19 	 Temp: 42.4 *F 	 Humidity: 92.3%
TimeStamp: 00:34:29 	 Temp: 42.4 *F 	 Humidity: 92.3%
TimeStamp: 00:34:50 	 Temp: 42.4 *F 	 Humidity: 92.3%
TimeStamp: 00:35:00 	 Temp: 42.4 *F 	 Humidity: 92.3%
TimeStamp: 00:35:11 	 Temp: 42.4 *F 	 Humidity: 92.2%
TimeStamp: 00:35:21 	 Temp: 42.4 *F 	 Humidity: 92.2%
TimeStamp: 00:35:31 	 Temp: 42.4 *F 	 Humidity: 92.2%
TimeStamp: 00:35:41 	 Temp: 42.4 *F 	 Humidity: 92.2%
TimeStamp: 00:35:52 	 Temp: 42.4 *F 	 Humidity: 92.2%
TimeStamp: 00:36:02 	 Temp: 42.4 *F 	 Humidity: 92.2%
TimeStamp: 00:36:12 	 Temp: 42.4 *F 	 Humidity: 92.2%
TimeStamp: 00:36:22 	 Temp: 42.4 *F 	 Humidity: 92.2%
TimeStamp: 00:36:33 	 Temp: 42.4 *F 	 Humidity: 92.2%
TimeStamp: 00:36:43 	 Temp: 42.4 *F 	 Humidity: 92.2%
TimeStamp: 00:36:53 	 Temp: 42.4 *F 	 Humidity: 92.2%
TimeStamp: 00:37:03 	 Temp: 42.4 *F 	 Humidity: 92.1%
TimeStamp: 00:37:24 	 Temp: 42.4 *F 	 Humidity: 92.2%
TimeStamp: 00:37:34 	 Temp: 42.4 *F 	 Humidity: 92.2%
TimeStamp: 00:37:45 	 Temp: 42.4 *F 	 Humidity: 92.2%
TimeStamp: 00:37:55 	 Temp: 42.4 *F 	 Humidity: 92.2%
TimeStamp: 00:38:05 	 Temp: 42.6 *F 	 Humidity: 92.2%
TimeStamp: 00:38:15 	 Temp: 42.4 *F 	 Humidity: 92.2%
TimeStamp: 00:38:26 	 Temp: 42.6 *F 	 Humidity: 92.2%
TimeStamp: 00:38:36 	 Temp: 42.6 *F 	 Humidity: 92.2%
TimeStamp: 00:38:46 	 Temp: 42.6 *F 	 Humidity: 92.2%
TimeStamp: 00:38:56 	 Temp: 42.6 *F 	 Humidity: 92.2%
TimeStamp: 00:39:07 	 Temp: 42.6 *F 	 Humidity: 92.2%
TimeStamp: 00:39:17 	 Temp: 42.6 *F 	 Humidity: 92.2%
TimeStamp: 00:39:27 	 Temp: 42.6 *F 	 Humidity: 92.2%
TimeStamp: 00:39:48 	 Temp: 42.6 *F 	 Humidity: 92.1%
TimeStamp: 00:40:08 	 Temp: 42.6 *F 	 Humidity: 92.1%
TimeStamp: 00:40:19 	 Temp: 42.6 *F 	 Humidity: 92.1%
TimeStamp: 00:40:29 	 Temp: 42.6 *F 	 Humidity: 92.1%
TimeStamp: 00:40:39 	 Temp: 42.6 *F 	 Humidity: 92.2%
TimeStamp: 00:40:49 	 Temp: 42.6 *F 	 Humidity: 92.2%
TimeStamp: 00:41:00 	 Temp: 42.6 *F 	 Humidity: 92.2%
TimeStamp: 00:41:10 	 Temp: 42.6 *F 	 Humidity: 92.2%
TimeStamp: 00:41:20 	 Temp: 42.6 *F 	 Humidity: 92.1%
TimeStamp: 00:41:30 	 Temp: 42.6 *F 	 Humidity: 92.2%
TimeStamp: 00:41:41 	 Temp: 42.6 *F 	 Humidity: 92.2%
TimeStamp: 00:41:51 	 Temp: 42.6 *F 	 Humidity: 92.1%
TimeStamp: 00:42:01 	 Temp: 42.6 *F 	 Humidity: 92.1%
TimeStamp: 00:42:11 	 Temp: 42.6 *F 	 Humidity: 92.2%
TimeStamp: 00:42:22 	 Temp: 42.6 *F 	 Humidity: 92.2%
TimeStamp: 00:42:32 	 Temp: 42.4 *F 	 Humidity: 92.2%
TimeStamp: 00:42:42 	 Temp: 42.6 *F 	 Humidity: 92.2%
TimeStamp: 00:42:52 	 Temp: 42.4 *F 	 Humidity: 92.2%
TimeStamp: 00:43:03 	 Temp: 42.6 *F 	 Humidity: 92.2%
TimeStamp: 00:43:13 	 Temp: 42.6 *F 	 Humidity: 92.2%
TimeStamp: 00:43:23 	 Temp: 42.6 *F 	 Humidity: 92.2%
TimeStamp: 00:43:34 	 Temp: 42.6 *F 	 Humidity: 92.2%
TimeStamp: 00:43:44 	 Temp: 42.6 *F 	 Humidity: 92.2%
TimeStamp: 00:43:54 	 Temp: 42.6 *F 	 Humidity: 92.2%
TimeStamp: 00:44:04 	 Temp: 42.6 *F 	 Humidity: 92.1%
TimeStamp: 00:44:25 	 Temp: 42.6 *F 	 Humidity: 92.0%
TimeStamp: 00:44:35 	 Temp: 42.6 *F 	 Humidity: 92.0%
TimeStamp: 00:44:45 	 Temp: 42.6 *F 	 Humidity: 92.0%
TimeStamp: 00:44:56 	 Temp: 42.6 *F 	 Humidity: 92.1%
TimeStamp: 00:45:06 	 Temp: 42.6 *F 	 Humidity: 92.1%
TimeStamp: 00:45:16 	 Temp: 42.4 *F 	 Humidity: 92.0%
TimeStamp: 00:45:26 	 Temp: 42.6 *F 	 Humidity: 92.1%
TimeStamp: 00:45:37 	 Temp: 42.6 *F 	 Humidity: 92.1%
TimeStamp: 00:45:47 	 Temp: 42.6 *F 	 Humidity: 92.1%
TimeStamp: 00:45:57 	 Temp: 42.6 *F 	 Humidity: 92.2%
TimeStamp: 00:46:08 	 Temp: 42.6 *F 	 Humidity: 92.1%
TimeStamp: 00:46:18 	 Temp: 42.4 *F 	 Humidity: 92.2%
TimeStamp: 00:46:28 	 Temp: 42.4 *F 	 Humidity: 92.2%
TimeStamp: 00:46:49 	 Temp: 42.4 *F 	 Humidity: 92.2%
TimeStamp: 00:46:59 	 Temp: 42.6 *F 	 Humidity: 92.2%
TimeStamp: 00:47:09 	 Temp: 42.6 *F 	 Humidity: 92.2%
TimeStamp: 00:47:19 	 Temp: 42.6 *F 	 Humidity: 92.3%
TimeStamp: 00:47:30 	 Temp: 42.6 *F 	 Humidity: 92.4%
TimeStamp: 00:47:40 	 Temp: 42.6 *F 	 Humidity: 92.4%
TimeStamp: 00:47:50 	 Temp: 42.6 *F 	 Humidity: 92.3%
TimeStamp: 00:48:00 	 Temp: 42.6 *F 	 Humidity: 92.3%
TimeStamp: 00:48:21 	 Temp: 42.6 *F 	 Humidity: 92.3%
TimeStamp: 00:48:31 	 Temp: 42.6 *F 	 Humidity: 92.3%
TimeStamp: 00:48:42 	 Temp: 42.6 *F 	 Humidity: 92.3%
TimeStamp: 00:48:52 	 Temp: 42.6 *F 	 Humidity: 92.3%
TimeStamp: 00:49:02 	 Temp: 42.6 *F 	 Humidity: 92.3%
TimeStamp: 00:49:12 	 Temp: 42.6 *F 	 Humidity: 92.4%
TimeStamp: 00:49:23 	 Temp: 42.6 *F 	 Humidity: 92.3%
TimeStamp: 00:49:33 	 Temp: 42.6 *F 	 Humidity: 92.4%
TimeStamp: 00:49:43 	 Temp: 42.6 *F 	 Humidity: 92.4%
TimeStamp: 00:49:53 	 Temp: 42.6 *F 	 Humidity: 92.4%
TimeStamp: 00:50:04 	 Temp: 42.6 *F 	 Humidity: 92.3%
TimeStamp: 00:50:14 	 Temp: 42.6 *F 	 Humidity: 92.3%
TimeStamp: 00:50:24 	 Temp: 42.6 *F 	 Humidity: 92.3%
TimeStamp: 00:50:34 	 Temp: 42.6 *F 	 Humidity: 92.3%
TimeStamp: 00:50:45 	 Temp: 42.6 *F 	 Humidity: 92.3%
TimeStamp: 00:50:55 	 Temp: 42.6 *F 	 Humidity: 92.2%
TimeStamp: 00:51:05 	 Temp: 42.6 *F 	 Humidity: 92.2%
TimeStamp: 00:51:15 	 Temp: 42.6 *F 	 Humidity: 92.2%
TimeStamp: 00:51:26 	 Temp: 42.6 *F 	 Humidity: 92.2%
TimeStamp: 00:51:36 	 Temp: 42.6 *F 	 Humidity: 92.2%
TimeStamp: 00:51:57 	 Temp: 42.6 *F 	 Humidity: 92.2%
TimeStamp: 00:52:07 	 Temp: 42.6 *F 	 Humidity: 92.2%
TimeStamp: 00:52:17 	 Temp: 42.6 *F 	 Humidity: 92.2%
TimeStamp: 00:52:27 	 Temp: 42.6 *F 	 Humidity: 92.2%
TimeStamp: 00:52:48 	 Temp: 42.6 *F 	 Humidity: 92.2%
TimeStamp: 00:53:08 	 Temp: 42.6 *F 	 Humidity: 92.1%
TimeStamp: 00:53:19 	 Temp: 42.6 *F 	 Humidity: 92.1%
TimeStamp: 00:53:29 	 Temp: 42.6 *F 	 Humidity: 92.1%
TimeStamp: 00:53:39 	 Temp: 42.6 *F 	 Humidity: 92.2%
TimeStamp: 00:54:00 	 Temp: 42.6 *F 	 Humidity: 92.2%
TimeStamp: 00:54:10 	 Temp: 42.6 *F 	 Humidity: 92.2%
TimeStamp: 00:54:20 	 Temp: 42.6 *F 	 Humidity: 92.2%
TimeStamp: 00:54:31 	 Temp: 42.6 *F 	 Humidity: 92.2%
TimeStamp: 00:54:41 	 Temp: 42.6 *F 	 Humidity: 92.2%
TimeStamp: 00:54:51 	 Temp: 42.6 *F 	 Humidity: 92.2%
TimeStamp: 00:55:01 	 Temp: 42.6 *F 	 Humidity: 92.2%
TimeStamp: 00:55:12 	 Temp: 42.6 *F 	 Humidity: 92.2%
TimeStamp: 00:55:22 	 Temp: 42.6 *F 	 Humidity: 92.2%
TimeStamp: 00:55:32 	 Temp: 42.6 *F 	 Humidity: 92.2%
TimeStamp: 00:55:42 	 Temp: 42.6 *F 	 Humidity: 92.3%
TimeStamp: 00:55:53 	 Temp: 42.6 *F 	 Humidity: 92.3%
TimeStamp: 00:56:03 	 Temp: 42.6 *F 	 Humidity: 92.3%
TimeStamp: 00:56:13 	 Temp: 42.6 *F 	 Humidity: 92.4%
TimeStamp: 00:56:23 	 Temp: 42.6 *F 	 Humidity: 92.3%
TimeStamp: 00:56:34 	 Temp: 42.6 *F 	 Humidity: 92.3%
TimeStamp: 00:56:44 	 Temp: 42.6 *F 	 Humidity: 92.3%
TimeStamp: 00:56:54 	 Temp: 42.6 *F 	 Humidity: 92.3%
TimeStamp: 00:57:15 	 Temp: 42.6 *F 	 Humidity: 92.3%
TimeStamp: 00:57:25 	 Temp: 42.6 *F 	 Humidity: 92.3%
TimeStamp: 00:57:35 	 Temp: 42.6 *F 	 Humidity: 92.4%
TimeStamp: 00:57:46 	 Temp: 42.6 *F 	 Humidity: 92.4%
TimeStamp: 00:57:56 	 Temp: 42.6 *F 	 Humidity: 92.4%
TimeStamp: 00:58:06 	 Temp: 42.6 *F 	 Humidity: 92.4%
TimeStamp: 00:58:16 	 Temp: 42.6 *F 	 Humidity: 92.4%
TimeStamp: 00:58:27 	 Temp: 42.6 *F 	 Humidity: 92.4%
TimeStamp: 00:58:37 	 Temp: 42.6 *F 	 Humidity: 92.4%
TimeStamp: 00:58:47 	 Temp: 42.6 *F 	 Humidity: 92.4%
TimeStamp: 00:58:57 	 Temp: 42.6 *F 	 Humidity: 92.3%
TimeStamp: 00:59:08 	 Temp: 42.6 *F 	 Humidity: 92.2%
TimeStamp: 00:59:18 	 Temp: 42.6 *F 	 Humidity: 92.2%
TimeStamp: 00:59:28 	 Temp: 42.6 *F 	 Humidity: 92.2%
TimeStamp: 00:59:39 	 Temp: 42.6 *F 	 Humidity: 92.2%
TimeStamp: 00:59:49 	 Temp: 42.6 *F 	 Humidity: 92.2%
TimeStamp: 01:00:09 	 Temp: 42.6 *F 	 Humidity: 92.2%
TimeStamp: 01:00:30 	 Temp: 42.6 *F 	 Humidity: 92.2%
TimeStamp: 01:00:40 	 Temp: 42.6 *F 	 Humidity: 92.2%
TimeStamp: 01:00:50 	 Temp: 42.6 *F 	 Humidity: 92.2%
TimeStamp: 01:01:01 	 Temp: 42.8 *F 	 Humidity: 92.3%
TimeStamp: 01:01:21 	 Temp: 42.6 *F 	 Humidity: 92.2%
TimeStamp: 01:01:31 	 Temp: 42.6 *F 	 Humidity: 92.1%
TimeStamp: 01:01:42 	 Temp: 42.8 *F 	 Humidity: 92.1%
TimeStamp: 01:01:52 	 Temp: 42.6 *F 	 Humidity: 92.0%
TimeStamp: 01:02:02 	 Temp: 42.8 *F 	 Humidity: 92.0%
TimeStamp: 01:02:13 	 Temp: 42.8 *F 	 Humidity: 92.0%
TimeStamp: 01:02:23 	 Temp: 42.8 *F 	 Humidity: 92.0%
TimeStamp: 01:02:33 	 Temp: 42.8 *F 	 Humidity: 92.0%
TimeStamp: 01:02:43 	 Temp: 42.8 *F 	 Humidity: 92.0%
TimeStamp: 01:03:04 	 Temp: 42.8 *F 	 Humidity: 92.0%
TimeStamp: 01:03:24 	 Temp: 42.8 *F 	 Humidity: 92.0%
TimeStamp: 01:03:35 	 Temp: 42.8 *F 	 Humidity: 92.0%
TimeStamp: 01:03:45 	 Temp: 42.8 *F 	 Humidity: 92.0%
TimeStamp: 01:03:55 	 Temp: 42.8 *F 	 Humidity: 92.1%
TimeStamp: 01:04:05 	 Temp: 42.8 *F 	 Humidity: 92.2%
TimeStamp: 01:04:16 	 Temp: 42.8 *F 	 Humidity: 92.2%
TimeStamp: 01:04:26 	 Temp: 42.8 *F 	 Humidity: 92.2%
TimeStamp: 01:04:36 	 Temp: 42.8 *F 	 Humidity: 92.2%
TimeStamp: 01:04:46 	 Temp: 42.8 *F 	 Humidity: 92.2%
TimeStamp: 01:04:57 	 Temp: 42.8 *F 	 Humidity: 92.2%
