TimeStamp: 00:00:06 	 Temp: 24.3 *F 	 Humidity: 58.1%
TimeStamp: 00:05:04 	 Temp: 24.1 *F 	 Humidity: 58.0%
TimeStamp: 00:05:25 	 Temp: 24.1 *F 	 Humidity: 58.2%
TimeStamp: 00:05:35 	 Temp: 24.1 *F 	 Humidity: 58.2%
TimeStamp: 00:05:45 	 Temp: 24.1 *F 	 Humidity: 58.2%
TimeStamp: 00:05:55 	 Temp: 24.1 *F 	 Humidity: 58.2%
TimeStamp: 00:06:06 	 Temp: 24.1 *F 	 Humidity: 58.2%
TimeStamp: 00:06:16 	 Temp: 24.1 *F 	 Humidity: 58.2%
TimeStamp: 00:06:36 	 Temp: 24.1 *F 	 Humidity: 58.3%
TimeStamp: 00:06:47 	 Temp: 24.1 *F 	 Humidity: 58.3%
TimeStamp: 00:06:57 	 Temp: 24.1 *F 	 Humidity: 58.3%
TimeStamp: 00:07:07 	 Temp: 24.1 *F 	 Humidity: 58.3%
TimeStamp: 00:07:18 	 Temp: 24.1 *F 	 Humidity: 58.3%
TimeStamp: 00:07:28 	 Temp: 23.9 *F 	 Humidity: 58.3%
TimeStamp: 00:07:38 	 Temp: 24.1 *F 	 Humidity: 58.3%
TimeStamp: 00:07:48 	 Temp: 24.1 *F 	 Humidity: 58.3%
TimeStamp: 00:07:59 	 Temp: 23.9 *F 	 Humidity: 58.3%
TimeStamp: 00:08:09 	 Temp: 23.9 *F 	 Humidity: 58.3%
TimeStamp: 00:08:19 	 Temp: 23.9 *F 	 Humidity: 58.3%
TimeStamp: 00:08:29 	 Temp: 23.9 *F 	 Humidity: 58.3%
TimeStamp: 00:08:40 	 Temp: 23.9 *F 	 Humidity: 58.3%
TimeStamp: 00:09:00 	 Temp: 23.9 *F 	 Humidity: 58.3%
TimeStamp: 00:09:10 	 Temp: 23.9 *F 	 Humidity: 58.4%
TimeStamp: 00:09:21 	 Temp: 23.9 *F 	 Humidity: 58.4%
TimeStamp: 00:09:31 	 Temp: 23.9 *F 	 Humidity: 58.4%
TimeStamp: 00:09:41 	 Temp: 23.9 *F 	 Humidity: 58.4%
TimeStamp: 00:09:51 	 Temp: 23.9 *F 	 Humidity: 58.4%
TimeStamp: 00:10:12 	 Temp: 23.9 *F 	 Humidity: 58.4%
TimeStamp: 00:10:22 	 Temp: 24.1 *F 	 Humidity: 58.4%
TimeStamp: 00:10:33 	 Temp: 23.9 *F 	 Humidity: 58.4%
TimeStamp: 00:10:43 	 Temp: 23.9 *F 	 Humidity: 58.4%
TimeStamp: 00:10:53 	 Temp: 23.9 *F 	 Humidity: 58.4%
TimeStamp: 00:11:03 	 Temp: 23.9 *F 	 Humidity: 58.4%
TimeStamp: 00:11:14 	 Temp: 23.9 *F 	 Humidity: 58.4%
TimeStamp: 00:11:24 	 Temp: 23.9 *F 	 Humidity: 58.4%
TimeStamp: 00:11:34 	 Temp: 23.9 *F 	 Humidity: 58.4%
TimeStamp: 00:11:44 	 Temp: 23.9 *F 	 Humidity: 58.4%
TimeStamp: 00:11:55 	 Temp: 23.9 *F 	 Humidity: 58.4%
TimeStamp: 00:12:05 	 Temp: 23.9 *F 	 Humidity: 58.4%
TimeStamp: 00:12:15 	 Temp: 23.9 *F 	 Humidity: 58.3%
TimeStamp: 00:12:25 	 Temp: 23.9 *F 	 Humidity: 58.3%
TimeStamp: 00:12:36 	 Temp: 23.9 *F 	 Humidity: 58.3%
TimeStamp: 00:12:46 	 Temp: 23.9 *F 	 Humidity: 58.3%
TimeStamp: 00:12:56 	 Temp: 23.9 *F 	 Humidity: 58.3%
TimeStamp: 00:13:07 	 Temp: 23.9 *F 	 Humidity: 58.3%
TimeStamp: 00:13:17 	 Temp: 23.9 *F 	 Humidity: 58.4%
TimeStamp: 00:13:27 	 Temp: 23.9 *F 	 Humidity: 58.3%
TimeStamp: 00:13:37 	 Temp: 23.9 *F 	 Humidity: 58.3%
TimeStamp: 00:13:48 	 Temp: 23.9 *F 	 Humidity: 58.3%
TimeStamp: 00:13:58 	 Temp: 23.9 *F 	 Humidity: 58.3%
TimeStamp: 00:14:08 	 Temp: 23.9 *F 	 Humidity: 58.3%
TimeStamp: 00:14:18 	 Temp: 23.9 *F 	 Humidity: 58.4%
TimeStamp: 00:14:29 	 Temp: 23.9 *F 	 Humidity: 58.4%
TimeStamp: 00:14:39 	 Temp: 23.9 *F 	 Humidity: 58.3%
TimeStamp: 00:14:49 	 Temp: 23.9 *F 	 Humidity: 58.4%
TimeStamp: 00:14:59 	 Temp: 23.7 *F 	 Humidity: 58.3%
TimeStamp: 00:15:10 	 Temp: 23.9 *F 	 Humidity: 58.4%
TimeStamp: 00:15:20 	 Temp: 23.9 *F 	 Humidity: 58.4%
TimeStamp: 00:15:41 	 Temp: 23.7 *F 	 Humidity: 58.4%
TimeStamp: 00:15:51 	 Temp: 23.7 *F 	 Humidity: 58.4%
TimeStamp: 00:16:01 	 Temp: 23.7 *F 	 Humidity: 58.4%
TimeStamp: 00:16:11 	 Temp: 23.7 *F 	 Humidity: 58.4%
TimeStamp: 00:16:22 	 Temp: 23.7 *F 	 Humidity: 58.5%
TimeStamp: 00:16:32 	 Temp: 23.7 *F 	 Humidity: 58.4%
TimeStamp: 00:16:42 	 Temp: 23.7 *F 	 Humidity: 58.5%
TimeStamp: 00:16:52 	 Temp: 23.7 *F 	 Humidity: 58.5%
TimeStamp: 00:17:13 	 Temp: 23.7 *F 	 Humidity: 58.5%
TimeStamp: 00:17:23 	 Temp: 23.7 *F 	 Humidity: 58.5%
TimeStamp: 00:17:33 	 Temp: 23.7 *F 	 Humidity: 58.5%
TimeStamp: 00:17:44 	 Temp: 23.7 *F 	 Humidity: 58.5%
TimeStamp: 00:17:54 	 Temp: 23.7 *F 	 Humidity: 58.5%
TimeStamp: 00:18:04 	 Temp: 23.5 *F 	 Humidity: 58.2%
TimeStamp: 00:18:25 	 Temp: 23.7 *F 	 Humidity: 58.5%
TimeStamp: 00:18:35 	 Temp: 23.7 *F 	 Humidity: 58.5%
TimeStamp: 00:18:45 	 Temp: 23.7 *F 	 Humidity: 58.5%
TimeStamp: 00:18:56 	 Temp: 23.7 *F 	 Humidity: 58.5%
TimeStamp: 00:19:06 	 Temp: 23.7 *F 	 Humidity: 58.5%
TimeStamp: 00:19:16 	 Temp: 23.7 *F 	 Humidity: 58.5%
TimeStamp: 00:19:26 	 Temp: 23.7 *F 	 Humidity: 58.6%
TimeStamp: 00:19:37 	 Temp: 23.7 *F 	 Humidity: 58.6%
TimeStamp: 00:19:47 	 Temp: 23.7 *F 	 Humidity: 58.6%
TimeStamp: 00:19:57 	 Temp: 23.7 *F 	 Humidity: 58.6%
TimeStamp: 00:20:07 	 Temp: 23.7 *F 	 Humidity: 58.6%
TimeStamp: 00:20:18 	 Temp: 23.7 *F 	 Humidity: 58.6%
TimeStamp: 00:20:28 	 Temp: 23.7 *F 	 Humidity: 58.6%
TimeStamp: 00:20:38 	 Temp: 23.7 *F 	 Humidity: 58.6%
TimeStamp: 00:20:48 	 Temp: 23.7 *F 	 Humidity: 58.6%
TimeStamp: 00:20:59 	 Temp: 23.7 *F 	 Humidity: 58.6%
TimeStamp: 00:21:09 	 Temp: 23.7 *F 	 Humidity: 58.6%
TimeStamp: 00:21:19 	 Temp: 23.7 *F 	 Humidity: 58.6%
TimeStamp: 00:21:30 	 Temp: 23.7 *F 	 Humidity: 58.6%
TimeStamp: 00:21:40 	 Temp: 23.7 *F 	 Humidity: 58.6%
TimeStamp: 00:21:50 	 Temp: 23.7 *F 	 Humidity: 58.6%
TimeStamp: 00:22:11 	 Temp: 23.7 *F 	 Humidity: 58.6%
TimeStamp: 00:22:21 	 Temp: 23.7 *F 	 Humidity: 58.6%
TimeStamp: 00:22:31 	 Temp: 23.7 *F 	 Humidity: 58.6%
TimeStamp: 00:22:41 	 Temp: 23.7 *F 	 Humidity: 58.6%
TimeStamp: 00:23:02 	 Temp: 23.7 *F 	 Humidity: 58.6%
TimeStamp: 00:23:12 	 Temp: 23.7 *F 	 Humidity: 58.6%
TimeStamp: 00:23:22 	 Temp: 23.7 *F 	 Humidity: 58.7%
TimeStamp: 00:23:33 	 Temp: 23.7 *F 	 Humidity: 58.7%
TimeStamp: 00:23:43 	 Temp: 23.7 *F 	 Humidity: 58.7%
TimeStamp: 00:23:53 	 Temp: 23.7 *F 	 Humidity: 58.7%
TimeStamp: 00:24:04 	 Temp: 23.7 *F 	 Humidity: 58.7%
TimeStamp: 00:24:14 	 Temp: 23.7 *F 	 Humidity: 58.7%
TimeStamp: 00:24:24 	 Temp: 23.7 *F 	 Humidity: 58.7%
TimeStamp: 00:24:34 	 Temp: 23.7 *F 	 Humidity: 58.7%
TimeStamp: 00:24:55 	 Temp: 23.7 *F 	 Humidity: 58.6%
TimeStamp: 00:25:05 	 Temp: 23.7 *F 	 Humidity: 58.6%
TimeStamp: 00:25:15 	 Temp: 23.7 *F 	 Humidity: 58.4%
TimeStamp: 00:25:26 	 Temp: 23.7 *F 	 Humidity: 58.6%
TimeStamp: 00:25:36 	 Temp: 23.7 *F 	 Humidity: 58.6%
TimeStamp: 00:25:46 	 Temp: 23.7 *F 	 Humidity: 58.6%
TimeStamp: 00:25:56 	 Temp: 23.7 *F 	 Humidity: 58.6%
TimeStamp: 00:26:07 	 Temp: 23.7 *F 	 Humidity: 58.6%
TimeStamp: 00:26:17 	 Temp: 23.7 *F 	 Humidity: 58.6%
TimeStamp: 00:26:27 	 Temp: 23.7 *F 	 Humidity: 58.6%
TimeStamp: 00:26:38 	 Temp: 23.7 *F 	 Humidity: 58.6%
TimeStamp: 00:26:48 	 Temp: 23.7 *F 	 Humidity: 58.6%
TimeStamp: 00:26:58 	 Temp: 23.7 *F 	 Humidity: 58.6%
TimeStamp: 00:27:19 	 Temp: 23.7 *F 	 Humidity: 58.5%
TimeStamp: 00:27:29 	 Temp: 23.7 *F 	 Humidity: 58.5%
TimeStamp: 00:27:39 	 Temp: 23.7 *F 	 Humidity: 58.5%
TimeStamp: 00:27:49 	 Temp: 23.7 *F 	 Humidity: 58.5%
TimeStamp: 00:28:00 	 Temp: 23.7 *F 	 Humidity: 58.5%
TimeStamp: 00:28:10 	 Temp: 23.7 *F 	 Humidity: 58.5%
TimeStamp: 00:28:20 	 Temp: 23.7 *F 	 Humidity: 58.5%
TimeStamp: 00:28:30 	 Temp: 23.7 *F 	 Humidity: 58.5%
TimeStamp: 00:28:41 	 Temp: 23.7 *F 	 Humidity: 58.5%
TimeStamp: 00:28:51 	 Temp: 23.7 *F 	 Humidity: 58.5%
TimeStamp: 00:29:01 	 Temp: 23.7 *F 	 Humidity: 58.5%
TimeStamp: 00:29:12 	 Temp: 23.7 *F 	 Humidity: 58.5%
TimeStamp: 00:29:22 	 Temp: 23.7 *F 	 Humidity: 58.5%
TimeStamp: 00:29:32 	 Temp: 23.7 *F 	 Humidity: 58.5%
TimeStamp: 00:29:53 	 Temp: 23.7 *F 	 Humidity: 58.5%
TimeStamp: 00:30:13 	 Temp: 23.7 *F 	 Humidity: 58.5%
TimeStamp: 00:30:23 	 Temp: 23.7 *F 	 Humidity: 58.5%
TimeStamp: 00:30:34 	 Temp: 23.7 *F 	 Humidity: 58.4%
TimeStamp: 00:30:44 	 Temp: 23.7 *F 	 Humidity: 58.4%
TimeStamp: 00:30:54 	 Temp: 23.7 *F 	 Humidity: 58.4%
TimeStamp: 00:31:04 	 Temp: 23.7 *F 	 Humidity: 58.2%
TimeStamp: 00:31:15 	 Temp: 23.7 *F 	 Humidity: 58.4%
TimeStamp: 00:31:25 	 Temp: 23.7 *F 	 Humidity: 58.4%
TimeStamp: 00:31:35 	 Temp: 23.7 *F 	 Humidity: 58.4%
TimeStamp: 00:31:45 	 Temp: 23.7 *F 	 Humidity: 58.4%
TimeStamp: 00:31:56 	 Temp: 23.7 *F 	 Humidity: 58.4%
TimeStamp: 00:32:06 	 Temp: 23.7 *F 	 Humidity: 58.4%
TimeStamp: 00:32:27 	 Temp: 23.7 *F 	 Humidity: 58.4%
TimeStamp: 00:32:37 	 Temp: 23.7 *F 	 Humidity: 58.4%
TimeStamp: 00:32:47 	 Temp: 23.7 *F 	 Humidity: 58.4%
TimeStamp: 00:32:57 	 Temp: 23.7 *F 	 Humidity: 58.4%
TimeStamp: 00:33:18 	 Temp: 23.7 *F 	 Humidity: 58.4%
TimeStamp: 00:33:28 	 Temp: 23.7 *F 	 Humidity: 58.4%
TimeStamp: 00:33:38 	 Temp: 23.7 *F 	 Humidity: 58.4%
TimeStamp: 00:33:49 	 Temp: 23.7 *F 	 Humidity: 58.4%
TimeStamp: 00:33:59 	 Temp: 23.7 *F 	 Humidity: 58.3%
TimeStamp: 00:34:09 	 Temp: 23.7 *F 	 Humidity: 58.3%
TimeStamp: 00:34:19 	 Temp: 23.7 *F 	 Humidity: 58.4%
TimeStamp: 00:34:30 	 Temp: 23.7 *F 	 Humidity: 58.4%
TimeStamp: 00:34:40 	 Temp: 23.7 *F 	 Humidity: 58.4%
TimeStamp: 00:34:50 	 Temp: 23.7 *F 	 Humidity: 58.4%
TimeStamp: 00:35:01 	 Temp: 23.7 *F 	 Humidity: 58.4%
TimeStamp: 00:35:11 	 Temp: 23.7 *F 	 Humidity: 58.4%
TimeStamp: 00:35:21 	 Temp: 23.5 *F 	 Humidity: 58.3%
TimeStamp: 00:35:31 	 Temp: 23.7 *F 	 Humidity: 58.4%
TimeStamp: 00:35:42 	 Temp: 23.5 *F 	 Humidity: 58.3%
TimeStamp: 00:36:02 	 Temp: 23.5 *F 	 Humidity: 58.3%
TimeStamp: 00:36:12 	 Temp: 23.5 *F 	 Humidity: 58.4%
TimeStamp: 00:36:23 	 Temp: 23.5 *F 	 Humidity: 58.4%
TimeStamp: 00:36:33 	 Temp: 23.5 *F 	 Humidity: 58.4%
TimeStamp: 00:36:43 	 Temp: 23.5 *F 	 Humidity: 58.4%
TimeStamp: 00:36:53 	 Temp: 23.5 *F 	 Humidity: 58.4%
TimeStamp: 00:37:04 	 Temp: 23.5 *F 	 Humidity: 58.4%
TimeStamp: 00:37:14 	 Temp: 23.5 *F 	 Humidity: 58.4%
TimeStamp: 00:37:24 	 Temp: 23.5 *F 	 Humidity: 58.4%
TimeStamp: 00:37:35 	 Temp: 23.5 *F 	 Humidity: 58.5%
TimeStamp: 00:37:45 	 Temp: 23.5 *F 	 Humidity: 58.5%
TimeStamp: 00:38:05 	 Temp: 23.5 *F 	 Humidity: 58.5%
TimeStamp: 00:38:16 	 Temp: 23.5 *F 	 Humidity: 58.5%
TimeStamp: 00:38:36 	 Temp: 23.5 *F 	 Humidity: 58.5%
TimeStamp: 00:38:46 	 Temp: 23.5 *F 	 Humidity: 58.5%
TimeStamp: 00:38:57 	 Temp: 23.5 *F 	 Humidity: 58.5%
TimeStamp: 00:39:07 	 Temp: 23.5 *F 	 Humidity: 58.5%
TimeStamp: 00:39:27 	 Temp: 23.5 *F 	 Humidity: 58.5%
TimeStamp: 00:39:38 	 Temp: 23.5 *F 	 Humidity: 58.5%
TimeStamp: 00:39:48 	 Temp: 23.5 *F 	 Humidity: 58.5%
TimeStamp: 00:40:08 	 Temp: 23.5 *F 	 Humidity: 58.5%
TimeStamp: 00:40:29 	 Temp: 23.5 *F 	 Humidity: 58.6%
TimeStamp: 00:40:39 	 Temp: 23.5 *F 	 Humidity: 58.6%
TimeStamp: 00:40:50 	 Temp: 23.5 *F 	 Humidity: 58.6%
TimeStamp: 00:41:00 	 Temp: 23.5 *F 	 Humidity: 58.6%
TimeStamp: 00:41:20 	 Temp: 23.5 *F 	 Humidity: 58.7%
TimeStamp: 00:41:31 	 Temp: 23.5 *F 	 Humidity: 58.7%
TimeStamp: 00:41:41 	 Temp: 23.5 *F 	 Humidity: 58.7%
TimeStamp: 00:41:51 	 Temp: 23.4 *F 	 Humidity: 58.7%
TimeStamp: 00:42:12 	 Temp: 23.5 *F 	 Humidity: 58.7%
TimeStamp: 00:42:22 	 Temp: 23.5 *F 	 Humidity: 58.8%
TimeStamp: 00:42:32 	 Temp: 23.5 *F 	 Humidity: 58.8%
TimeStamp: 00:42:42 	 Temp: 23.5 *F 	 Humidity: 58.8%
TimeStamp: 00:42:53 	 Temp: 23.4 *F 	 Humidity: 58.7%
TimeStamp: 00:43:03 	 Temp: 23.5 *F 	 Humidity: 58.8%
TimeStamp: 00:43:13 	 Temp: 23.4 *F 	 Humidity: 58.7%
TimeStamp: 00:43:24 	 Temp: 23.4 *F 	 Humidity: 58.7%
TimeStamp: 00:43:34 	 Temp: 23.4 *F 	 Humidity: 58.7%
TimeStamp: 00:43:44 	 Temp: 23.4 *F 	 Humidity: 58.7%
TimeStamp: 00:43:54 	 Temp: 23.4 *F 	 Humidity: 58.7%
TimeStamp: 00:44:05 	 Temp: 23.7 *F 	 Humidity: 58.6%
TimeStamp: 00:44:15 	 Temp: 23.4 *F 	 Humidity: 58.7%
TimeStamp: 00:44:25 	 Temp: 23.4 *F 	 Humidity: 58.7%
TimeStamp: 00:44:35 	 Temp: 23.4 *F 	 Humidity: 58.7%
TimeStamp: 00:44:46 	 Temp: 23.4 *F 	 Humidity: 58.7%
TimeStamp: 00:44:56 	 Temp: 23.4 *F 	 Humidity: 58.7%
TimeStamp: 00:45:06 	 Temp: 23.4 *F 	 Humidity: 58.7%
TimeStamp: 00:45:16 	 Temp: 23.4 *F 	 Humidity: 58.7%
TimeStamp: 00:45:27 	 Temp: 23.4 *F 	 Humidity: 58.7%
TimeStamp: 00:45:37 	 Temp: 23.4 *F 	 Humidity: 58.7%
TimeStamp: 00:45:47 	 Temp: 23.4 *F 	 Humidity: 58.7%
TimeStamp: 00:45:58 	 Temp: 23.4 *F 	 Humidity: 58.7%
TimeStamp: 00:46:08 	 Temp: 23.4 *F 	 Humidity: 58.7%
TimeStamp: 00:46:18 	 Temp: 23.4 *F 	 Humidity: 58.8%
TimeStamp: 00:46:28 	 Temp: 23.4 *F 	 Humidity: 58.8%
TimeStamp: 00:46:39 	 Temp: 23.4 *F 	 Humidity: 58.8%
TimeStamp: 00:46:49 	 Temp: 23.4 *F 	 Humidity: 58.8%
TimeStamp: 00:46:59 	 Temp: 23.4 *F 	 Humidity: 58.8%
TimeStamp: 00:47:09 	 Temp: 23.4 *F 	 Humidity: 58.8%
TimeStamp: 00:47:30 	 Temp: 23.4 *F 	 Humidity: 58.8%
TimeStamp: 00:47:40 	 Temp: 23.4 *F 	 Humidity: 58.8%
TimeStamp: 00:47:50 	 Temp: 23.4 *F 	 Humidity: 58.8%
TimeStamp: 00:48:01 	 Temp: 23.4 *F 	 Humidity: 58.9%
TimeStamp: 00:48:11 	 Temp: 23.4 *F 	 Humidity: 58.9%
TimeStamp: 00:48:21 	 Temp: 23.2 *F 	 Humidity: 58.9%
TimeStamp: 00:48:32 	 Temp: 23.2 *F 	 Humidity: 58.8%
TimeStamp: 00:48:42 	 Temp: 23.2 *F 	 Humidity: 58.8%
TimeStamp: 00:48:52 	 Temp: 23.2 *F 	 Humidity: 58.9%
TimeStamp: 00:49:02 	 Temp: 23.2 *F 	 Humidity: 58.9%
TimeStamp: 00:49:23 	 Temp: 23.2 *F 	 Humidity: 58.9%
TimeStamp: 00:49:33 	 Temp: 23.2 *F 	 Humidity: 58.9%
TimeStamp: 00:49:43 	 Temp: 23.2 *F 	 Humidity: 58.9%
TimeStamp: 00:49:54 	 Temp: 23.2 *F 	 Humidity: 58.9%
TimeStamp: 00:50:04 	 Temp: 23.2 *F 	 Humidity: 58.9%
TimeStamp: 00:50:14 	 Temp: 23.2 *F 	 Humidity: 58.9%
TimeStamp: 00:50:35 	 Temp: 23.2 *F 	 Humidity: 58.9%
TimeStamp: 00:50:45 	 Temp: 23.2 *F 	 Humidity: 58.9%
TimeStamp: 00:50:55 	 Temp: 23.2 *F 	 Humidity: 59.0%
TimeStamp: 00:51:05 	 Temp: 23.2 *F 	 Humidity: 59.0%
TimeStamp: 00:51:26 	 Temp: 23.2 *F 	 Humidity: 59.0%
TimeStamp: 00:51:36 	 Temp: 23.2 *F 	 Humidity: 59.0%
TimeStamp: 00:51:57 	 Temp: 23.2 *F 	 Humidity: 59.1%
TimeStamp: 00:52:17 	 Temp: 23.0 *F 	 Humidity: 59.1%
TimeStamp: 00:52:28 	 Temp: 23.0 *F 	 Humidity: 59.1%
TimeStamp: 00:52:38 	 Temp: 23.0 *F 	 Humidity: 59.1%
TimeStamp: 00:52:48 	 Temp: 23.0 *F 	 Humidity: 59.1%
TimeStamp: 00:52:58 	 Temp: 23.0 *F 	 Humidity: 59.1%
TimeStamp: 00:53:09 	 Temp: 23.0 *F 	 Humidity: 59.1%
TimeStamp: 00:53:19 	 Temp: 23.0 *F 	 Humidity: 59.1%
TimeStamp: 00:53:29 	 Temp: 23.0 *F 	 Humidity: 59.0%
TimeStamp: 00:53:39 	 Temp: 23.0 *F 	 Humidity: 59.2%
TimeStamp: 00:54:00 	 Temp: 23.0 *F 	 Humidity: 59.2%
TimeStamp: 00:54:10 	 Temp: 23.0 *F 	 Humidity: 59.3%
TimeStamp: 00:54:21 	 Temp: 23.0 *F 	 Humidity: 59.3%
TimeStamp: 00:54:31 	 Temp: 23.0 *F 	 Humidity: 59.3%
TimeStamp: 00:54:41 	 Temp: 23.0 *F 	 Humidity: 59.3%
TimeStamp: 00:55:02 	 Temp: 23.0 *F 	 Humidity: 59.4%
TimeStamp: 00:55:12 	 Temp: 23.0 *F 	 Humidity: 59.4%
TimeStamp: 00:55:22 	 Temp: 23.0 *F 	 Humidity: 59.4%
TimeStamp: 00:55:32 	 Temp: 23.0 *F 	 Humidity: 59.4%
TimeStamp: 00:55:43 	 Temp: 23.0 *F 	 Humidity: 59.4%
TimeStamp: 00:55:53 	 Temp: 23.0 *F 	 Humidity: 59.4%
TimeStamp: 00:56:03 	 Temp: 23.0 *F 	 Humidity: 59.5%
TimeStamp: 00:56:13 	 Temp: 23.0 *F 	 Humidity: 59.4%
TimeStamp: 00:56:34 	 Temp: 23.0 *F 	 Humidity: 59.5%
TimeStamp: 00:56:44 	 Temp: 23.0 *F 	 Humidity: 59.5%
TimeStamp: 00:56:55 	 Temp: 23.0 *F 	 Humidity: 59.5%
TimeStamp: 00:57:05 	 Temp: 23.0 *F 	 Humidity: 59.4%
TimeStamp: 00:57:15 	 Temp: 23.0 *F 	 Humidity: 59.5%
TimeStamp: 00:57:25 	 Temp: 23.0 *F 	 Humidity: 59.5%
TimeStamp: 00:57:36 	 Temp: 23.0 *F 	 Humidity: 59.5%
TimeStamp: 00:57:46 	 Temp: 23.0 *F 	 Humidity: 59.5%
TimeStamp: 00:57:56 	 Temp: 23.0 *F 	 Humidity: 59.5%
TimeStamp: 00:58:06 	 Temp: 23.0 *F 	 Humidity: 59.5%
TimeStamp: 00:58:17 	 Temp: 23.0 *F 	 Humidity: 59.5%
TimeStamp: 00:58:27 	 Temp: 23.0 *F 	 Humidity: 59.6%
TimeStamp: 00:58:37 	 Temp: 23.0 *F 	 Humidity: 59.6%
TimeStamp: 00:58:47 	 Temp: 23.0 *F 	 Humidity: 59.6%
TimeStamp: 00:58:58 	 Temp: 22.8 *F 	 Humidity: 59.6%
TimeStamp: 00:59:08 	 Temp: 22.8 *F 	 Humidity: 59.6%
TimeStamp: 00:59:18 	 Temp: 22.8 *F 	 Humidity: 59.6%
TimeStamp: 00:59:28 	 Temp: 22.8 *F 	 Humidity: 59.6%
TimeStamp: 00:59:39 	 Temp: 22.8 *F 	 Humidity: 59.6%
TimeStamp: 00:59:49 	 Temp: 22.8 *F 	 Humidity: 59.6%
TimeStamp: 00:59:59 	 Temp: 23.0 *F 	 Humidity: 59.7%
TimeStamp: 01:00:10 	 Temp: 22.8 *F 	 Humidity: 59.7%
TimeStamp: 01:00:20 	 Temp: 22.8 *F 	 Humidity: 59.6%
TimeStamp: 01:00:30 	 Temp: 22.8 *F 	 Humidity: 59.6%
TimeStamp: 01:00:40 	 Temp: 22.8 *F 	 Humidity: 59.6%
TimeStamp: 01:00:51 	 Temp: 22.8 *F 	 Humidity: 59.6%
TimeStamp: 01:01:01 	 Temp: 22.8 *F 	 Humidity: 59.6%
TimeStamp: 01:01:11 	 Temp: 22.8 *F 	 Humidity: 59.5%
TimeStamp: 01:01:21 	 Temp: 22.8 *F 	 Humidity: 59.6%
TimeStamp: 01:01:32 	 Temp: 22.8 *F 	 Humidity: 59.6%
TimeStamp: 01:01:42 	 Temp: 22.8 *F 	 Humidity: 59.7%
TimeStamp: 01:01:52 	 Temp: 22.8 *F 	 Humidity: 59.7%
TimeStamp: 01:02:02 	 Temp: 22.8 *F 	 Humidity: 59.6%
TimeStamp: 01:02:13 	 Temp: 22.8 *F 	 Humidity: 59.7%
TimeStamp: 01:02:23 	 Temp: 22.8 *F 	 Humidity: 59.7%
TimeStamp: 01:02:33 	 Temp: 22.8 *F 	 Humidity: 59.7%
TimeStamp: 01:02:44 	 Temp: 22.8 *F 	 Humidity: 59.7%
TimeStamp: 01:02:54 	 Temp: 22.8 *F 	 Humidity: 59.7%
TimeStamp: 01:03:04 	 Temp: 22.8 *F 	 Humidity: 59.6%
TimeStamp: 01:03:25 	 Temp: 22.8 *F 	 Humidity: 59.8%
TimeStamp: 01:03:35 	 Temp: 22.8 *F 	 Humidity: 59.8%
TimeStamp: 01:03:45 	 Temp: 22.8 *F 	 Humidity: 59.8%
